id_invoice;cabang;kota;tipe_customer;jenis_kelamin;kategori_produk;harga_satuan;jumlah;pajak_5_persen;tanggal;waktu;metode_pembayaran;total_penjualan_sebelum_pajak;persentase_gross_margin;pendapatan_kotor;rating
692-27-8933;Martapura;Martapura;Normal;Female;Hair Care;57.95;6;17.385;2/24/2019;13:02:00;Cash;347.7;4.761.904.762;17.385;5.2
633-09-3463;Banjarbaru;Banjarbaru;Normal;Female;Make Up;47.65;3;71.475;3/28/2019;12:58:00;Credit card;142.95;4.761.904.762;71.475;9.5
374-17-3652;Martapura;Martapura;Member;Female;Fragrance / Parfum;42.82;9;19.269;02/05/2019;15:26:00;Credit card;385.38;4.761.904.762;19.269;8.9
378-07-7001;Martapura;Martapura;Member;Male;Make Up;48.09;3;72.135;02/10/2019;18:23:00;Credit card;144.27;4.761.904.762;72.135;7.8
433-75-6987;Martapura;Martapura;Member;Female;Skincare;55.97;7;195.895;03/05/2019;19:06:00;Ewallet;391.79;4.761.904.762;195.895;8.9
873-95-4984;Martapura;Martapura;Member;Female;Skincare;76.9;7;26.915;2/15/2019;20:21:00;Cash;538.3;4.761.904.762;26.915;7.7
416-13-5917;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;97.03;5;242.575;1/30/2019;16:24:00;Ewallet;485.15;4.761.904.762;242.575;9.3
150-89-8043;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;44.65;3;66.975;2/14/2019;15:04:00;Cash;133.95;4.761.904.762;66.975;6.2
135-84-8019;Banjarmasin;Banjarmasin;Normal;Female;Beauty Tools;77.93;9;350.685;2/27/2019;16:10:00;Ewallet;701.37;4.761.904.762;350.685;7.6
441-94-7118;Banjarmasin;Banjarmasin;Member;Male;Make Up;71.95;1;35.975;02/04/2019;12:14:00;Cash;71.95;4.761.904.762;35.975;7.3
725-96-3778;Banjarbaru;Banjarbaru;Member;Female;Body Care;89.25;8;35.7;1/20/2019;10:13:00;Cash;714;4.761.904.762;35.7;4.7
531-80-1784;Banjarmasin;Banjarmasin;Normal;Male;Make Up;26.02;7;9.107;3/28/2019;17:38:00;Cash;182.14;4.761.904.762;9.107;5.1
400-45-1220;Martapura;Martapura;Normal;Female;Skincare;13.5;10;6.75;2/27/2019;11:06:00;Credit card;135;4.761.904.762;6.75;4.8
860-79-0874;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;99.3;10;49.65;2/15/2019;14:53:00;Credit card;993;4.761.904.762;49.65;6.6
834-61-8124;Banjarmasin;Banjarmasin;Normal;Male;Make Up;51.69;7;180.915;1/26/2019;18:22:00;Cash;361.83;4.761.904.762;180.915;5.5
115-99-4379;Martapura;Martapura;Member;Female;Beauty Tools;54.73;7;191.555;3/14/2019;19:02:00;Credit card;383.11;4.761.904.762;191.555;8.5
565-67-6697;Martapura;Martapura;Member;Male;Body Care;27;9;12.15;03/02/2019;14:16:00;Cash;243;4.761.904.762;12.15;4.8
320-49-6392;Banjarbaru;Banjarbaru;Normal;Female;Make Up;30.24;1;1.512;03/04/2019;15:44:00;Cash;30.24;4.761.904.762;1.512;8.4
889-04-9723;Martapura;Martapura;Member;Female;Fragrance / Parfum;89.14;4;17.828;01/07/2019;12:20:00;Credit card;356.56;4.761.904.762;17.828;7.8
632-90-0281;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;37.55;10;18.775;03/08/2019;20:01:00;Credit card;375.5;4.761.904.762;18.775;9.3
554-42-2417;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;95.44;10;47.72;01/09/2019;13:45:00;Cash;954.4;4.761.904.762;47.72;5.2
453-63-6187;Martapura;Martapura;Normal;Male;Make Up;27.5;3;4.125;03/01/2019;15:40:00;Ewallet;82.5;4.761.904.762;4.125;6.5
578-80-7669;Martapura;Martapura;Normal;Male;Hair Care;74.97;1;37.485;3/16/2019;16:58:00;Cash;74.97;4.761.904.762;37.485;5.6
612-36-5536;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;80.96;8;32.384;2/17/2019;11:12:00;Credit card;647.68;4.761.904.762;32.384;7.4
605-72-4132;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;94.47;8;37.788;2/27/2019;15:12:00;Cash;755.76;4.761.904.762;37.788;9.1
471-41-2823;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;99.79;2;9.979;03/07/2019;20:37:00;Ewallet;199.58;4.761.904.762;9.979;8
462-67-9126;Banjarmasin;Banjarmasin;Normal;Male;Body Care;73.22;6;21.966;1/21/2019;17:44:00;Cash;439.32;4.761.904.762;21.966;7.2
272-27-9238;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;41.24;4;8.248;2/19/2019;16:23:00;Cash;164.96;4.761.904.762;8.248;7.1
834-25-9262;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;81.68;4;16.336;01/06/2019;12:12:00;Cash;326.72;4.761.904.762;16.336;9.1
122-61-9553;Banjarbaru;Banjarbaru;Normal;Female;Make Up;51.32;9;23.094;3/14/2019;19:33:00;Cash;461.88;4.761.904.762;23.094;5.6
468-88-0009;Banjarmasin;Banjarmasin;Member;Male;Body Care;65.94;4;13.188;3/24/2019;10:29:00;Cash;263.76;4.761.904.762;13.188;6
613-59-9758;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;14.36;10;7.18;1/27/2019;14:28:00;Cash;143.6;4.761.904.762;7.18;5.4
254-31-0042;Banjarmasin;Banjarmasin;Member;Male;Make Up;21.5;9;9.675;03/06/2019;12:46:00;Credit card;193.5;4.761.904.762;9.675;7.8
201-86-2184;Martapura;Martapura;Member;Female;Make Up;26.26;7;9.191;02/02/2019;19:40:00;Cash;183.82;4.761.904.762;9.191;9.9
261-12-8671;Martapura;Martapura;Normal;Female;Beauty Tools;60.96;2;6.096;1/25/2019;19:39:00;Credit card;121.92;4.761.904.762;6.096;4.9
730-70-9830;Banjarbaru;Banjarbaru;Normal;Female;Body Care;70.11;6;21.033;3/14/2019;17:54:00;Ewallet;420.66;4.761.904.762;21.033;5.2
382-25-8917;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;42.08;6;12.624;1/29/2019;12:25:00;Cash;252.48;4.761.904.762;12.624;8.9
422-29-8786;Banjarmasin;Banjarmasin;Normal;Female;Body Care;67.09;5;167.725;01/03/2019;16:47:00;Credit card;335.45;4.761.904.762;167.725;9.1
667-23-5919;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;96.7;5;24.175;1/14/2019;12:52:00;Ewallet;483.5;4.761.904.762;24.175;7
843-01-4703;Martapura;Martapura;Member;Female;Body Care;35.38;9;15.921;01/05/2019;19:50:00;Credit card;318.42;4.761.904.762;15.921;9.6
743-88-1662;Banjarbaru;Banjarbaru;Normal;Male;Hair Care;95.49;7;334.215;2/22/2019;18:17:00;Ewallet;668.43;4.761.904.762;334.215;8.7
595-86-2894;Banjarbaru;Banjarbaru;Member;Male;Beauty Tools;96.98;4;19.396;02/06/2019;17:20:00;Ewallet;387.92;4.761.904.762;19.396;9.4
182-69-8360;Martapura;Martapura;Normal;Female;Make Up;23.65;4;4.73;1/30/2019;13:32:00;Credit card;94.6;4.761.904.762;4.73;4
289-15-7034;Banjarmasin;Banjarmasin;Member;Male;Hair Care;82.33;4;16.466;01/11/2019;10:37:00;Credit card;329.32;4.761.904.762;16.466;7.5
462-78-5240;Banjarbaru;Banjarbaru;Normal;Female;Make Up;26.61;2;2.661;3/19/2019;14:35:00;Cash;53.22;4.761.904.762;2.661;4.2
868-52-7573;Martapura;Martapura;Normal;Female;Fragrance / Parfum;99.69;5;249.225;1/14/2019;12:09:00;Cash;498.45;4.761.904.762;249.225;9.9
153-58-4872;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;74.89;4;14.978;03/01/2019;15:32:00;Ewallet;299.56;4.761.904.762;14.978;4.2
662-72-2873;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;40.94;5;10.235;01/06/2019;13:58:00;Ewallet;204.7;4.761.904.762;10.235;9.9
525-88-7307;Martapura;Martapura;Member;Male;Hair Care;75.82;1;3.791;1/31/2019;13:19:00;Cash;75.82;4.761.904.762;3.791;5.8
689-16-9784;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;46.77;6;14.031;03/11/2019;13:37:00;Cash;280.62;4.761.904.762;14.031;6
725-56-0833;Banjarmasin;Banjarmasin;Normal;Female;Skincare;32.32;10;16.16;2/20/2019;16:49:00;Credit card;323.2;4.761.904.762;16.16;10
394-41-0748;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;54.07;9;243.315;1/27/2019;14:55:00;Ewallet;486.63;4.761.904.762;243.315;9.5
596-42-3999;Martapura;Martapura;Normal;Male;Fragrance / Parfum;18.22;7;6.377;03/10/2019;14:04:00;Credit card;127.54;4.761.904.762;6.377;6.6
541-89-9860;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;80.48;3;12.072;2/15/2019;12:31:00;Cash;241.44;4.761.904.762;12.072;8.1
173-82-9529;Martapura;Martapura;Normal;Female;Beauty Tools;37.95;10;18.975;1/26/2019;14:51:00;Cash;379.5;4.761.904.762;18.975;9.7
563-36-9814;Banjarmasin;Banjarmasin;Member;Male;Make Up;76.82;1;3.841;2/13/2019;18:27:00;Ewallet;76.82;4.761.904.762;3.841;7.2
308-47-4913;Banjarmasin;Banjarmasin;Member;Female;Hair Care;52.26;10;26.13;03/09/2019;12:45:00;Credit card;522.6;4.761.904.762;26.13;6.2
885-17-6250;Banjarmasin;Banjarmasin;Normal;Female;Skincare;79.74;1;3.987;03/06/2019;10:36:00;Ewallet;79.74;4.761.904.762;3.987;7.3
726-27-2396;Banjarmasin;Banjarmasin;Normal;Female;Skincare;77.5;5;19.375;1/24/2019;20:36:00;Ewallet;387.5;4.761.904.762;19.375;4.3
316-01-3952;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;54.27;5;135.675;3/13/2019;14:16:00;Ewallet;271.35;4.761.904.762;135.675;4.6
760-54-1821;Martapura;Martapura;Normal;Male;Body Care;13.59;9;61.155;3/15/2019;10:26:00;Cash;122.31;4.761.904.762;61.155;5.8
793-10-3222;Martapura;Martapura;Member;Female;Skincare;41.06;6;12.318;03/05/2019;13:30:00;Credit card;246.36;4.761.904.762;12.318;8.3
346-12-3257;Martapura;Martapura;Member;Male;Make Up;19.24;9;8.658;03/04/2019;16:28:00;Cash;173.16;4.761.904.762;8.658;8
110-05-6330;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;39.43;6;11.829;3/25/2019;20:18:00;Credit card;236.58;4.761.904.762;11.829;9.4
651-61-0874;Banjarbaru;Banjarbaru;Normal;Male;Body Care;46.22;4;9.244;03/12/2019;20:04:00;Credit card;184.88;4.761.904.762;9.244;6.2
236-86-3015;Banjarbaru;Banjarbaru;Member;Male;Body Care;13.98;1;699;02/04/2019;13:38:00;Ewallet;13.98;4.761.904.762;699;9.8
831-64-0259;Martapura;Martapura;Normal;Female;Beauty Tools;39.75;5;99.375;2/22/2019;10:43:00;Ewallet;198.75;4.761.904.762;99.375;9.6
587-03-7455;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;97.79;7;342.265;2/16/2019;17:30:00;Ewallet;684.53;4.761.904.762;342.265;4.9
882-40-4577;Banjarmasin;Banjarmasin;Member;Male;Hair Care;67.26;4;13.452;1/19/2019;15:28:00;Credit card;269.04;4.761.904.762;13.452;8
732-67-5346;Banjarmasin;Banjarmasin;Normal;Male;Fragrance / Parfum;13.79;5;34.475;01/11/2019;19:07:00;Credit card;68.95;4.761.904.762;34.475;7.8
725-32-9708;Martapura;Martapura;Member;Female;Beauty Tools;68.71;4;13.742;01/04/2019;19:01:00;Cash;274.84;4.761.904.762;13.742;4.1
256-08-8343;Banjarmasin;Banjarmasin;Normal;Female;Body Care;56.53;4;11.306;03/04/2019;19:48:00;Ewallet;226.12;4.761.904.762;11.306;5.5
372-26-1506;Banjarbaru;Banjarbaru;Normal;Female;Beauty Tools;23.82;5;5.955;1/28/2019;19:24:00;Ewallet;119.1;4.761.904.762;5.955;5.4
244-08-0162;Martapura;Martapura;Normal;Female;Skincare;34.21;10;17.105;01/02/2019;13:00:00;Cash;342.1;4.761.904.762;17.105;5.1
569-71-4390;Martapura;Martapura;Normal;Male;Hair Care;21.87;2;2.187;1/25/2019;14:29:00;Ewallet;43.74;4.761.904.762;2.187;6.9
132-23-6451;Banjarmasin;Banjarmasin;Member;Male;Skincare;20.97;5;52.425;01/04/2019;13:21:00;Cash;104.85;4.761.904.762;52.425;7.8
696-90-2548;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;25.84;3;3.876;03/10/2019;18:55:00;Ewallet;77.52;4.761.904.762;3.876;6.6
472-15-9636;Banjarmasin;Banjarmasin;Normal;Male;Body Care;50.93;8;20.372;3/22/2019;19:36:00;Ewallet;407.44;4.761.904.762;20.372;9.2
268-03-6164;Martapura;Martapura;Normal;Male;Skincare;96.11;1;48.055;1/25/2019;16:28:00;Ewallet;96.11;4.761.904.762;48.055;7.8
750-57-9686;Banjarbaru;Banjarbaru;Normal;Female;Body Care;45.38;4;9.076;01/08/2019;13:48:00;Credit card;181.52;4.761.904.762;9.076;8.7
186-09-3669;Banjarbaru;Banjarbaru;Member;Female;Skincare;81.51;1;40.755;1/22/2019;10:57:00;Ewallet;81.51;4.761.904.762;40.755;9.2
848-07-1692;Martapura;Martapura;Normal;Female;Skincare;57.22;2;5.722;01/12/2019;17:13:00;Ewallet;114.44;4.761.904.762;5.722;8.3
745-71-3520;Banjarmasin;Banjarmasin;Member;Female;Make Up;25.22;7;8.827;02/04/2019;10:23:00;Cash;176.54;4.761.904.762;8.827;8.2
266-76-6436;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;38.6;3;5.79;3/28/2019;13:57:00;Ewallet;115.8;4.761.904.762;5.79;7.5
740-22-2500;Banjarbaru;Banjarbaru;Normal;Female;Make Up;84.05;3;126.075;1/23/2019;13:29:00;Cash;252.15;4.761.904.762;126.075;9.8
271-88-8734;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;97.21;10;48.605;02/08/2019;13:00:00;Credit card;972.1;4.761.904.762;48.605;8.7
301-81-8610;Martapura;Martapura;Member;Male;Beauty Tools;25.42;8;10.168;3/19/2019;19:42:00;Credit card;203.36;4.761.904.762;10.168;6.7
489-64-4354;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;16.28;1;814;03/09/2019;15:36:00;Cash;16.28;4.761.904.762;814;5
198-84-7132;Martapura;Martapura;Member;Male;Beauty Tools;40.61;9;182.745;01/02/2019;13:40:00;Cash;365.49;4.761.904.762;182.745;7
269-10-8440;Banjarmasin;Banjarmasin;Member;Male;Skincare;53.17;7;186.095;1/21/2019;18:01:00;Cash;372.19;4.761.904.762;186.095;8.9
650-98-6268;Martapura;Martapura;Member;Female;Fragrance / Parfum;20.87;3;31.305;3/20/2019;13:53:00;Credit card;62.61;4.761.904.762;31.305;8
741-73-3559;Martapura;Martapura;Normal;Male;Hair Care;67.27;5;168.175;2/27/2019;17:27:00;Cash;336.35;4.761.904.762;168.175;6.9
325-77-6186;Banjarmasin;Banjarmasin;Member;Female;Body Care;90.65;10;45.325;03/08/2019;10:53:00;Ewallet;906.5;4.761.904.762;45.325;7.3
286-75-7818;Martapura;Martapura;Normal;Male;Beauty Tools;69.08;2;6.908;1/31/2019;19:48:00;Credit card;138.16;4.761.904.762;6.908;6.9
574-57-9721;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;43.27;2;4.327;03/08/2019;16:53:00;Ewallet;86.54;4.761.904.762;4.327;5.7
459-50-7686;Banjarmasin;Banjarmasin;Normal;Female;Make Up;23.46;6;7.038;1/13/2019;19:14:00;Ewallet;140.76;4.761.904.762;7.038;6.4
616-87-0016;Martapura;Martapura;Normal;Male;Beauty Tools;95.54;7;33.439;03/09/2019;14:36:00;Credit card;668.78;4.761.904.762;33.439;9.6
837-55-7229;Martapura;Martapura;Normal;Female;Beauty Tools;47.44;1;2.372;2/22/2019;18:19:00;Credit card;47.44;4.761.904.762;2.372;6.8
751-69-0068;Banjarbaru;Banjarbaru;Normal;Male;Hair Care;99.24;9;44.658;3/19/2019;19:09:00;Ewallet;893.16;4.761.904.762;44.658;9
257-73-1380;Banjarbaru;Banjarbaru;Member;Male;Hair Care;82.93;4;16.586;1/20/2019;16:51:00;Ewallet;331.72;4.761.904.762;16.586;9.6
345-08-4992;Banjarmasin;Banjarmasin;Normal;Male;Body Care;33.99;6;10.197;03/08/2019;15:37:00;Credit card;203.94;4.761.904.762;10.197;7.7
549-96-4200;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;17.04;4;3.408;03/08/2019;20:15:00;Ewallet;68.16;4.761.904.762;3.408;7
810-60-6344;Banjarbaru;Banjarbaru;Normal;Female;Make Up;40.86;8;16.344;02/07/2019;14:38:00;Credit card;326.88;4.761.904.762;16.344;6.5
450-28-2866;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;17.44;5;4.36;1/15/2019;19:25:00;Cash;87.2;4.761.904.762;4.36;8.1
394-30-3170;Martapura;Martapura;Member;Female;Hair Care;88.43;8;35.372;3/22/2019;19:35:00;Credit card;707.44;4.761.904.762;35.372;4.3
138-17-5109;Banjarmasin;Banjarmasin;Member;Female;Body Care;89.21;9;401.445;1/15/2019;15:42:00;Credit card;802.89;4.761.904.762;401.445;6.5
192-98-7397;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;12.78;1;639;01/08/2019;14:11:00;Ewallet;12.78;4.761.904.762;639;9.5
301-11-9629;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;19.1;7;6.685;1/15/2019;10:43:00;Cash;133.7;4.761.904.762;6.685;9.7
390-80-5128;Martapura;Martapura;Member;Female;Skincare;19.15;1;9.575;1/28/2019;17:58:00;Credit card;19.15;4.761.904.762;9.575;9.5
235-46-8343;Banjarbaru;Banjarbaru;Member;Male;Fragrance / Parfum;27.66;10;13.83;2/14/2019;11:26:00;Credit card;276.6;4.761.904.762;13.83;8.9
453-12-7053;Banjarbaru;Banjarbaru;Normal;Male;Beauty Tools;45.74;3;6.861;03/10/2019;17:38:00;Credit card;137.22;4.761.904.762;6.861;6.5
296-11-7041;Martapura;Martapura;Member;Female;Skincare;27.07;1;13.535;01/12/2019;20:07:00;Credit card;27.07;4.761.904.762;13.535;5.3
449-27-2918;Martapura;Martapura;Member;Female;Hair Care;39.12;1;1.956;3/26/2019;11:02:00;Credit card;39.12;4.761.904.762;1.956;9.6
891-01-7034;Martapura;Martapura;Normal;Female;Make Up;74.71;6;22.413;01/01/2019;19:07:00;Cash;448.26;4.761.904.762;22.413;6.7
744-09-5786;Martapura;Martapura;Normal;Male;Make Up;22.01;6;6.603;01/02/2019;18:50:00;Cash;132.06;4.761.904.762;6.603;7.6
727-17-0390;Banjarmasin;Banjarmasin;Normal;Female;Fragrance / Parfum;63.61;5;159.025;3/16/2019;12:43:00;Ewallet;318.05;4.761.904.762;159.025;4.8
568-88-3448;Banjarmasin;Banjarmasin;Normal;Male;Skincare;25;1;1.25;03/03/2019;15:09:00;Ewallet;25;4.761.904.762;1.25;5.5
187-83-5490;Banjarmasin;Banjarmasin;Member;Male;Make Up;20.77;4;4.154;1/31/2019;13:47:00;Cash;83.08;4.761.904.762;4.154;4.7
767-54-1907;Martapura;Martapura;Member;Female;Beauty Tools;29.56;5;7.39;2/13/2019;16:59:00;Cash;147.8;4.761.904.762;7.39;6.9
710-46-4433;Martapura;Martapura;Member;Female;Fragrance / Parfum;77.4;9;34.83;2/15/2019;14:15:00;Credit card;696.6;4.761.904.762;34.83;4.5
533-33-5337;Martapura;Martapura;Normal;Male;Make Up;79.39;10;39.695;02/07/2019;20:24:00;Cash;793.9;4.761.904.762;39.695;6.2
325-90-8763;Banjarbaru;Banjarbaru;Member;Female;Make Up;46.57;10;23.285;1/27/2019;13:58:00;Cash;465.7;4.761.904.762;23.285;7.6
729-46-7422;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;35.89;1;17.945;2/23/2019;16:52:00;Credit card;35.89;4.761.904.762;17.945;7.9
639-76-1242;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;40.52;5;10.13;02/03/2019;15:19:00;Cash;202.6;4.761.904.762;10.13;4.5
234-03-4040;Martapura;Martapura;Member;Female;Fragrance / Parfum;73.05;10;36.525;03/03/2019;12:25:00;Credit card;730.5;4.761.904.762;36.525;8.7
326-71-2155;Banjarbaru;Banjarbaru;Normal;Female;Hair Care;73.95;4;14.79;02/03/2019;10:02:00;Cash;295.8;4.761.904.762;14.79;6.1
320-32-8842;Banjarbaru;Banjarbaru;Member;Female;Fragrance / Parfum;22.62;1;1.131;3/17/2019;18:58:00;Cash;22.62;4.761.904.762;1.131;6.4
470-32-9057;Banjarmasin;Banjarmasin;Member;Male;Fragrance / Parfum;51.34;5;12.835;3/28/2019;15:31:00;Credit card;256.7;4.761.904.762;12.835;9.1
878-30-2331;Banjarbaru;Banjarbaru;Member;Female;Hair Care;54.55;10;27.275;03/02/2019;11:22:00;Credit card;545.5;4.761.904.762;27.275;7.1
440-59-5691;Banjarbaru;Banjarbaru;Member;Female;Skincare;37.15;7;130.025;02/08/2019;13:12:00;Credit card;260.05;4.761.904.762;130.025;7.7
554-53-3790;Martapura;Martapura;Normal;Male;Hair Care;37.02;6;11.106;3/22/2019;18:33:00;Cash;222.12;4.761.904.762;11.106;4.5
746-19-0921;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;21.58;1;1.079;02/09/2019;10:02:00;Ewallet;21.58;4.761.904.762;1.079;7.2
233-34-0817;Banjarbaru;Banjarbaru;Member;Female;Make Up;98.84;1;4.942;2/15/2019;11:21:00;Cash;98.84;4.761.904.762;4.942;8.4
767-05-1286;Banjarbaru;Banjarbaru;Member;Female;Body Care;83.77;6;25.131;1/23/2019;12:10:00;Ewallet;502.62;4.761.904.762;25.131;5.4
340-21-9136;Banjarmasin;Banjarmasin;Member;Female;Hair Care;40.05;4;08.01;1/25/2019;11:40:00;Cash;160.2;4.761.904.762;08.01;9.7
405-31-3305;Banjarmasin;Banjarmasin;Member;Male;Beauty Tools;43.13;10;21.565;02/02/2019;18:31:00;Credit card;431.3;4.761.904.762;21.565;5.5
731-59-7531;Martapura;Martapura;Member;Male;Skincare;72.57;8;29.028;3/30/2019;17:58:00;Cash;580.56;4.761.904.762;29.028;4.6
676-39-6028;Banjarmasin;Banjarmasin;Member;Female;Make Up;64.44;5;16.11;3/30/2019;17:04:00;Cash;322.2;4.761.904.762;16.11;6.6
502-05-1910;Banjarmasin;Banjarmasin;Normal;Male;Skincare;65.18;3;9.777;2/25/2019;20:35:00;Credit card;195.54;4.761.904.762;9.777;6.3
485-30-8700;Banjarmasin;Banjarmasin;Normal;Female;Hair Care;33.26;5;8.315;3/18/2019;16:10:00;Credit card;166.3;4.761.904.762;8.315;4.2
598-47-9715;Banjarbaru;Banjarbaru;Normal;Male;Make Up;84.07;4;16.814;03/07/2019;16:54:00;Ewallet;336.28;4.761.904.762;16.814;4.4
701-69-8742;Martapura;Martapura;Normal;Male;Hair Care;34.37;10;17.185;3/16/2019;10:11:00;Ewallet;343.7;4.761.904.762;17.185;6.7
575-67-1508;Banjarmasin;Banjarmasin;Normal;Male;Make Up;38.6;1;1.93;1/29/2019;11:26:00;Ewallet;38.6;4.761.904.762;1.93;6.7
541-08-3113;Banjarbaru;Banjarbaru;Normal;Male;Fragrance / Parfum;65.97;8;26.388;02/02/2019;20:29:00;Cash;527.76;4.761.904.762;26.388;8.4
246-11-3901;Banjarbaru;Banjarbaru;Normal;Female;Make Up;32.8;10;16.4;2/15/2019;12:12:00;Cash;328;4.761.904.762;16.4;6.2
674-15-9296;Banjarmasin;Banjarmasin;Normal;Male;Hair Care;37.14;5;9.285;01/08/2019;13:05:00;Ewallet;185.7;4.761.904.762;9.285;5
305-18-3552;Martapura;Martapura;Member;Male;Body Care;60.38;10;30.19;02/12/2019;16:19:00;Cash;603.8;4.761.904.762;30.19;6
493-65-6248;Banjarbaru;Banjarbaru;Member;Female;Hair Care;36.98;10;18.49;01/01/2019;19:48:00;Credit card;369.8;4.761.904.762;18.49;7
438-01-4015;Martapura;Martapura;Member;Female;Hair Care;49.49;4;9.898;3/21/2019;15:25:00;Ewallet;197.96;4.761.904.762;9.898;6.6
709-58-4068;Martapura;Martapura;Normal;Female;Beauty Tools;41.09;10;20.545;2/28/2019;14:42:00;Cash;410.9;4.761.904.762;20.545;7.3
795-49-7276;Banjarmasin;Banjarmasin;Normal;Male;Beauty Tools;37.15;4;7.43;3/23/2019;18:59:00;Ewallet;148.6;4.761.904.762;7.43;8.3
556-72-8512;Banjarbaru;Banjarbaru;Normal;Male;Body Care;22.96;1;1.148;1/30/2019;20:47:00;Cash;22.96;4.761.904.762;1.148;4.3
627-95-3243;Martapura;Martapura;Member;Female;Body Care;77.68;9;34.956;02/04/2019;13:21:00;Ewallet;699.12;4.761.904.762;34.956;9.8
686-41-0932;Martapura;Martapura;Normal;Female;Beauty Tools;34.7;2;3.47;3/13/2019;19:48:00;Ewallet;69.4;4.761.904.762;3.47;8.2
510-09-5628;Banjarmasin;Banjarmasin;Member;Female;Beauty Tools;19.66;10;9.83;3/15/2019;18:20:00;Credit card;196.6;4.761.904.762;9.83;7.2
608-04-3797;Martapura;Martapura;Member;Female;Skincare;25.32;8;10.128;03/05/2019;20:24:00;Ewallet;202.56;4.761.904.762;10.128;8.7
148-82-2527;Banjarbaru;Banjarbaru;Member;Female;Body Care;12.12;10;06.06;03/05/2019;13:44:00;Credit card;121.2;4.761.904.762;06.06;8.4
437-53-3084;Martapura;Martapura;Normal;Male;Beauty Tools;99.89;2;9.989;2/26/2019;11:48:00;Ewallet;199.78;4.761.904.762;9.989;7.1
632-32-4574;Martapura;Martapura;Normal;Male;Hair Care;75.92;8;30.368;3/20/2019;14:14:00;Cash;607.36;4.761.904.762;30.368;5.5
556-97-7101;Banjarbaru;Banjarbaru;Normal;Female;Make Up;63.22;2;6.322;01/01/2019;15:51:00;Cash;126.44;4.761.904.762;6.322;8.5
862-59-8517;Banjarbaru;Banjarbaru;Normal;Female;Fragrance / Parfum;90.24;6;27.072;1/27/2019;11:17:00;Cash;541.44;4.761.904.762;27.072;6.2
401-18-8016;Martapura;Martapura;Member;Female;Hair Care;98.13;1;49.065;1/21/2019;17:36:00;Cash;98.13;4.761.904.762;49.065;8.9
420-18-8989;Banjarmasin;Banjarmasin;Member;Female;Hair Care;51.52;8;20.608;02/02/2019;15:47:00;Cash;412.16;4.761.904.762;20.608;9.6
277-63-2961;Martapura;Martapura;Member;Male;Hair Care;73.97;1;36.985;02/03/2019;15:53:00;Credit card;73.97;4.761.904.762;36.985;5.4
573-98-8548;Banjarbaru;Banjarbaru;Member;Female;Beauty Tools;31.9;1;1.595;01/05/2019;12:40:00;Ewallet;31.9;4.761.904.762;1.595;9.1
620-02-2046;Banjarbaru;Banjarbaru;Normal;Male;Body Care;69.4;2;6.94;1/27/2019;19:48:00;Ewallet;138.8;4.761.904.762;6.94;9
282-35-2475;Martapura;Martapura;Normal;Female;Hair Care;93.31;2;9.331;3/25/2019;17:53:00;Cash;186.62;4.761.904.762;9.331;6.3
511-54-3087;Martapura;Martapura;Normal;Male;Hair Care;88.45;1;44.225;2/25/2019;16:36:00;Credit card;88.45;4.761.904.762;44.225;9.5
726-29-6793;Banjarmasin;Banjarmasin;Member;Male;Make Up;24.18;8;9.672;1/28/2019;20:54:00;Ewallet;193.44;4.761.904.762;9.672;9.8
